date,bse,spx,ftse,dax,nikkei
2000-01-05,-2.44053045514383,0.19221829913671495,-1.9502243043627354,-1.2886141321389322,-2.4223122671505837
2000-01-06,1.2045881119329804,0.09556781096431433,-1.3571154447980849,-0.4175578404683189,-2.018499258356987
2000-01-07,-0.13003349546841791,2.7090399268961063,0.8934050072910482,4.7265455442710325,0.1383765523555125
2000-01-10,1.9191160854750144,1.1189969413615053,1.5819147969911018,2.131852413618507,0.0
2000-01-11,-4.02454930747802,-1.3062511876438365,-1.34389107168853,-0.4948367694353917,3.61399957445101
2000-01-12,3.6799350076916593,-0.43863713273940563,0.21322466293358655,0.3128613617812359,-0.9203794866194714
2000-01-13,-0.8446308538039071,1.2169700618563484,-0.019896594513235666,0.6244916540319556,0.8345325065077347
2000-01-14,0.4857864202383544,1.0671299962722536,1.9398330446681378,3.12307158710885,0.6544885406948531
2000-01-17,-1.2282375951581548,0.0,0.16971260034288616,1.1944382708717116,2.5356917144201185
2000-01-18,1.1184152568751715,-0.683207152771137,-2.472447744864681,-2.573114213848615,-1.238140159097867
2000-01-19,0.2512662496528595,0.052229322125318944,-0.9085892563563625,0.2675282880026053,-1.5566338550872305
2000-01-20,-2.2350321353051927,-0.7095321074094607,-1.5018199470560822,0.30489345805975177,0.5834544621714288
2000-01-21,1.255648128242992,-0.29123190810015354,-0.03780916646169974,-1.6858693318087647,-0.6835009213324028
2000-01-24,0.6455823783139136,-2.763359359179973,0.5278666471958404,-0.8688965803868243,0.9461820302181456
2000-01-25,-1.6538846872730772,0.6064800483985611,-1.6567872075482382,-1.765006780441336,-0.8457998925083365
2000-01-26,0.0,-0.421272125638672,1.6177618848943087,2.345644957175619,1.1413290036054624
2000-01-27,0.024405920951009463,-0.393842799334565,1.0257842609638024,2.249267336777061,0.5155683807209988
2000-01-28,-0.6202211238953481,-2.745682902790292,-1.0153687679514078,-0.8353732830470806,1.1715870169491271
2000-01-31,-2.4459269538251283,2.5217566974388372,-1.679843403221315,-3.268898718021629,0.5398565132760158
2000-02-01,0.1969150599309577,1.062781920924527,0.3573407090013525,3.1432479988833695,-0.5952924764746736
2000-02-02,1.7137224936071282,-0.011355740261742575,0.18916057366158423,1.7231533126647935,0.8007323647774234
2000-02-03,0.6648548903785079,1.1248137590027962,0.34111824373685984,2.5419804285821135,1.0598637205491146
2000-02-04,-0.4981114519916341,-0.0421044371651913,-2.2026122889407085,1.2285410161680943,-0.11770225534459833
2000-02-07,3.0188659826403175,-0.009127184878798822,-1.0735634978779274,-1.991911487449527,0.9224187676646567
2000-02-08,2.4947032991185614,1.2273198750635705,2.732646428311214,3.475177414127395,-0.3837913212417443
2000-02-09,0.6869196418897161,-2.081542211764542,0.47090423774196477,1.0494204106361815,0.6990261447436641
2000-02-10,2.4772076788710073,0.36268038470079755,-0.5637029832907037,1.0507144042558592,-1.488171880103606
2000-02-11,2.4964418721597603,-2.096932014356223,-1.3774324451463094,-1.2675676762673782,0.0
2000-02-14,-0.15589291940515393,0.20329505010301396,-2.013461498131719,0.4368361352575345,-0.7790889983976701
2000-02-15,-2.0444594558619356,0.8712683952101452,-1.0447203856493337,-3.2527983495725388,-0.9645449653587157
2000-02-16,-1.3387454519095732,-1.025641338184169,2.3679428229927746,1.2735030738864284,1.1945045389276654
2000-02-17,1.9151148780674143,0.04251484874857603,1.0069281863402058,1.2043539268619785,0.9807589204746003
2000-02-18,-1.9451085558986447,-3.03761857639564,-0.7134428370499601,-0.08904390842467969,-0.01198042434189528
2000-02-21,2.678252549360427,0.0,-1.3527964694849959,0.2211577372876361,-1.2394710887296156
2000-02-22,0.1436612636123824,0.45168438064202565,-1.10003783986935,0.22936681289422722,-0.7837284138151546
2000-02-23,-4.094111905825015,0.6300906826835595,2.151394053598832,1.1965167198819238,0.665120396632668
2000-02-24,2.972284466324071,-0.5335445992795007,-0.9342279818267629,-0.7590681358245255,0.265829231709791
2000-02-25,-3.2200408295395277,-1.482903996726348,1.8285737939452762,1.284601897838078,1.2591889668628786
2000-02-28,2.091555902587583,1.10173273819143,-1.587607330489671,-1.9583480584071333,-0.49339912119688023
2000-02-29,-5.107743660697905,1.3627086867551208,2.1804708156376584,0.756806892222528,1.2140908343139412
2000-03-01,3.5732164595108973,0.9345513861218402,2.1227064566079035,1.0907165657109363,0.6119906365168459
2000-03-02,-2.017150578681448,0.1863462226787016,1.0557934349879616,2.8188640269123155,-0.08246598484800138
2000-03-03,-2.7140308244698264,1.9837044049593633,0.8613034856832735,0.17946360881260226,-0.6856195494822748
2000-03-06,2.648061948503888,-1.2695426449990443,1.237761921965319,0.19786358123143888,-0.6583324348959585
2000-03-07,1.2527448015380305,-2.563109757114057,-1.5423704695627483,1.1182659512928517,0.747060078843842
2000-03-08,-1.4030819147392681,0.8173349533495022,-0.8551736594371029,-0.9667762281408532,-0.8896776765613401
2000-03-09,-3.313663001573086,2.5601808359159595,1.8857608351108057,-0.47389630219418777,-0.5285159914400372
2000-03-10,-0.5068740503613833,-0.47228669633927467,0.5603113410552751,0.33714665464854576,0.44791391533998137
2000-03-13,-3.254747977191108,-0.8207438775620024,-1.549778341861241,-3.5368838915524003,-2.8377688150111657
2000-03-14,0.9063706401064797,-1.7685470569578254,0.31236288820828406,-0.569289658789851,-0.25059937442775126
2000-03-15,1.4307178193209147,2.427251564712085,-0.6181513627443125,-3.0795857512671887,-0.330376990358372
2000-03-16,-2.8067876617866028,4.7646038011081915,1.7108702448813462,2.2860734415317774,0.915323257212175
2000-03-17,0.0,0.41139002657062385,0.01067810430139815,1.674058955894142,1.626167848861404
2000-03-20,0.0,-0.5353449355160467,1.0140286672766008,2.093913081362131,0.0
2000-03-21,0.6042257909673499,2.556585413560186,-0.09963163493471594,-0.8186813643477842,0.18418926974723693
2000-03-22,1.3369700165777765,0.45318665970788263,-0.12541447906397885,-0.11923849706837464,0.6694626204913234
2000-03-23,-1.6695937364773594,1.7799046191472767,-0.2269426255503526,-1.3315218650334693,-0.1469080618607399
2000-03-24,0.5161251029897063,0.0072010576043890495,2.182086862172161,3.0883292745709667,1.286402534306763
2000-03-27,0.09491313463305673,-0.23568379388013705,-0.7612941261037287,-0.5033733449976263,1.6181377040568545
2000-03-28,0.1908227828284481,-1.058496517912777,-0.5547926871137476,0.4997147951412373,0.46008782645650115
2000-03-29,-1.040708032986437,0.052399240761547006,-0.7714213653239654,-0.8468356209355377,1.6310248549080697
2000-03-30,-1.2029468782195463,-1.3655752206946925,-2.3276900939757206,-2.7956305781550728,-1.2805083662640437
2000-03-31,-0.7895191576395955,0.7164304394414511,1.4739650766642187,-0.5951687883840373,-0.5096479588092895
2000-04-03,1.0329387370674015,0.49313449166190626,-1.1941545415112165,-2.239257609012235,1.9160337541396455
2000-04-04,-7.153854679858885,-0.7463621754109195,-0.5431685849153101,1.2596152373673952,-0.6371429010275764
2000-04-05,1.3982874883821994,-0.4923956465537893,-0.7421844610627004,-2.5526371848496487,-0.6417121022278316
